"film_id","title","description","release_year","language_id","rental_duration","rental_rate","length","replacement_cost","rating","last_update","special_features","fulltext"
27,"Anonymous Human","A Amazing Reflection of a Database Administrator And a Astronaut who must Outrace a Database Administrator in A Shark Tank",2006,1,7,0.99,179,12.99,"NC-17","2013-05-26 14:50:58.951","{""Deleted Scenes"",""Behind the Scenes""}","'administr':9,18 'amaz':4 'anonym':1 'astronaut':12 'databas':8,17 'human':2 'must':14 'outrac':15 'reflect':5 'shark':21 'tank':22"
34,"Arabia Dogma","A Touching Epistle of a Madman And a Mad Cow who must Defeat a Student in Nigeria",2006,1,6,0.99,62,29.99,"NC-17","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes""}","'arabia':1 'cow':12 'defeat':15 'dogma':2 'epistl':5 'mad':11 'madman':8 'must':14 'nigeria':19 'student':17 'touch':4"
36,"Argonauts Town","A Emotional Epistle of a Forensic Psychologist And a Butler who must Challenge a Waitress in An Abandoned Mine Shaft",2006,1,7,0.99,127,12.99,"PG-13","2013-05-26 14:50:58.951","{Trailers,Commentaries}","'abandon':20 'argonaut':1 'butler':12 'challeng':15 'emot':4 'epistl':5 'forens':8 'mine':21 'must':14 'psychologist':9 'shaft':22 'town':2 'waitress':17"
38,"Ark Ridgemont","A Beautiful Yarn of a Pioneer And a Monkey who must Pursue a Explorer in The Sahara Desert",2006,1,6,0.99,68,25.99,"NC-17","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'ark':1 'beauti':4 'desert':20 'explor':16 'monkey':11 'must':13 'pioneer':8 'pursu':14 'ridgemont':2 'sahara':19 'yarn':5"
39,"Armageddon Lost","A Fast-Paced Tale of a Boat And a Teacher who must Succumb a Composer in An Abandoned Mine Shaft",2006,1,5,0.99,99,10.99,"G","2013-05-26 14:50:58.951","{Trailers}","'abandon':21 'armageddon':1 'boat':10 'compos':18 'fast':5 'fast-pac':4 'lost':2 'mine':22 'must':15 'pace':6 'shaft':23 'succumb':16 'tale':7 'teacher':13"
40,"Army Flintstones","A Boring Saga of a Database Administrator And a Womanizer who must Battle a Waitress in Nigeria",2006,1,4,0.99,148,22.99,"R","2013-05-26 14:50:58.951","{Trailers,Commentaries}","'administr':9 'armi':1 'battl':15 'bore':4 'databas':8 'flintston':2 'must':14 'nigeria':19 'saga':5 'waitress':17 'woman':12"
41,"Arsenic Independence","A Fanciful Documentary of a Mad Cow And a Womanizer who must Find a Dentist in Berlin",2006,1,4,0.99,137,17.99,"PG","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes"",""Behind the Scenes""}","'arsenic':1 'berlin':19 'cow':9 'dentist':17 'documentari':5 'fanci':4 'find':15 'independ':2 'mad':8 'must':14 'woman':12"
52,"Ballroom Mockingbird","A Thrilling Documentary of a Composer And a Monkey who must Find a Feminist in California",2006,1,6,0.99,173,29.99,"G","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes""}","'ballroom':1 'california':18 'compos':8 'documentari':5 'feminist':16 'find':14 'mockingbird':2 'monkey':11 'must':13 'thrill':4"
54,"Banger Pinocchio","A Awe-Inspiring Drama of a Car And a Pastry Chef who must Chase a Crocodile in The First Manned Space Station",2006,1,5,0.99,113,15.99,"R","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes""}","'awe':5 'awe-inspir':4 'banger':1 'car':10 'chase':17 'chef':14 'crocodil':19 'drama':7 'first':22 'inspir':6 'man':23 'must':16 'pastri':13 'pinocchio':2 'space':24 'station':25"
63,"Bedazzled Married","A Astounding Character Study of a Madman And a Robot who must Meet a Mad Scientist in An Abandoned Fun House",2006,1,6,0.99,73,21.99,"PG","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes"",""Behind the Scenes""}","'abandon':21 'astound':4 'bedazzl':1 'charact':5 'fun':22 'hous':23 'mad':17 'madman':9 'marri':2 'meet':15 'must':14 'robot':12 'scientist':18 'studi':6"
64,"Beethoven Exorcist","A Epic Display of a Pioneer And a Student who must Challenge a Butler in The Gulf of Mexico",2006,1,6,0.99,151,26.99,"PG-13","2013-05-26 14:50:58.951","{Commentaries,""Behind the Scenes""}","'beethoven':1 'butler':16 'challeng':14 'display':5 'epic':4 'exorcist':2 'gulf':19 'mexico':21 'must':13 'pioneer':8 'student':11"
66,"Beneath Rush","A Astounding Panorama of a Man And a Monkey who must Discover a Man in The First Manned Space Station",2006,1,6,0.99,53,27.99,"NC-17","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes""}","'astound':4 'beneath':1 'discov':14 'first':19 'man':8,16,20 'monkey':11 'must':13 'panorama':5 'rush':2 'space':21 'station':22"
76,"Birdcage Casper","A Fast-Paced Saga of a Frisbee And a Astronaut who must Overcome a Feminist in Ancient India",2006,1,4,0.99,103,23.99,"NC-17","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'ancient':20 'astronaut':13 'birdcag':1 'casper':2 'fast':5 'fast-pac':4 'feminist':18 'frisbe':10 'india':21 'must':15 'overcom':16 'pace':6 'saga':7"
79,"Blade Polish","A Thoughtful Character Study of a Frisbee And a Pastry Chef who must Fight a Dentist in The First Manned Space Station",2006,1,5,0.99,114,10.99,"PG-13","2013-05-26 14:50:58.951","{Trailers,""Behind the Scenes""}","'blade':1 'charact':5 'chef':13 'dentist':18 'fight':16 'first':21 'frisbe':9 'man':22 'must':15 'pastri':12 'polish':2 'space':23 'station':24 'studi':6 'thought':4"
82,"Blood Argonauts","A Boring Drama of a Explorer And a Man who must Kill a Lumberjack in A Manhattan Penthouse",2006,1,3,0.99,71,13.99,"G","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'argonaut':2 'blood':1 'bore':4 'drama':5 'explor':8 'kill':14 'lumberjack':16 'man':11 'manhattan':19 'must':13 'penthous':20"
85,"Bonnie Holocaust","A Fast-Paced Story of a Crocodile And a Robot who must Find a Moose in Ancient Japan",2006,1,4,0.99,63,29.99,"G","2013-05-26 14:50:58.951","{""Deleted Scenes""}","'ancient':20 'bonni':1 'crocodil':10 'fast':5 'fast-pac':4 'find':16 'holocaust':2 'japan':21 'moos':18 'must':15 'pace':6 'robot':13 'stori':7"
87,"Boondock Ballroom","A Fateful Panorama of a Crocodile And a Boy who must Defeat a Monkey in The Gulf of Mexico",2006,1,7,0.99,76,14.99,"NC-17","2013-05-26 14:50:58.951","{""Behind the Scenes""}","'ballroom':2 'boondock':1 'boy':11 'crocodil':8 'defeat':14 'fate':4 'gulf':19 'mexico':21 'monkey':16 'must':13 'panorama':5"
89,"Borrowers Bedazzled","A Brilliant Epistle of a Teacher And a Sumo Wrestler who must Defeat a Man in An Abandoned Fun House",2006,1,7,0.99,63,22.99,"G","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'abandon':20 'bedazzl':2 'borrow':1 'brilliant':4 'defeat':15 'epistl':5 'fun':21 'hous':22 'man':17 'must':14 'sumo':11 'teacher':8 'wrestler':12"
90,"Boulevard Mob","A Fateful Epistle of a Moose And a Monkey who must Confront a Lumberjack in Ancient China",2006,1,3,0.99,63,11.99,"R","2013-05-26 14:50:58.951","{Trailers}","'ancient':18 'boulevard':1 'china':19 'confront':14 'epistl':5 'fate':4 'lumberjack':16 'mob':2 'monkey':11 'moos':8 'must':13"
91,"Bound Cheaper","A Thrilling Panorama of a Database Administrator And a Astronaut who must Challenge a Lumberjack in A Baloon",2006,1,5,0.99,98,17.99,"PG","2013-05-26 14:50:58.951","{""Behind the Scenes""}","'administr':9 'astronaut':12 'baloon':20 'bound':1 'challeng':15 'cheaper':2 'databas':8 'lumberjack':17 'must':14 'panorama':5 'thrill':4"
97,"Bride Intrigue","A Epic Tale of a Robot And a Monkey who must Vanquish a Man in New Orleans",2006,1,7,0.99,56,24.99,"G","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'bride':1 'epic':4 'intrigu':2 'man':16 'monkey':11 'must':13 'new':18 'orlean':19 'robot':8 'tale':5 'vanquish':14"
101,"Brotherhood Blanket","A Fateful Character Study of a Butler And a Technical Writer who must Sink a Astronaut in Ancient Japan",2006,1,3,0.99,73,26.99,"R","2013-05-26 14:50:58.951","{""Behind the Scenes""}","'ancient':20 'astronaut':18 'blanket':2 'brotherhood':1 'butler':9 'charact':5 'fate':4 'japan':21 'must':15 'sink':16 'studi':6 'technic':12 'writer':13"
105,"Bull Shawshank","A Fanciful Drama of a Moose And a Squirrel who must Conquer a Pioneer in The Canadian Rockies",2006,1,6,0.99,125,21.99,"NC-17","2013-05-26 14:50:58.951","{""Deleted Scenes""}","'bull':1 'canadian':19 'conquer':14 'drama':5 'fanci':4 'moos':8 'must':13 'pioneer':16 'rocki':20 'shawshank':2 'squirrel':11"
108,"Butch Panther","A Lacklusture Yarn of a Feminist And a Database Administrator who must Face a Hunter in New Orleans",2006,1,6,0.99,67,19.99,"PG-13","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes""}","'administr':12 'butch':1 'databas':11 'face':15 'feminist':8 'hunter':17 'lacklustur':4 'must':14 'new':19 'orlean':20 'panther':2 'yarn':5"
109,"Butterfly Chocolat","A Fateful Story of a Girl And a Composer who must Conquer a Husband in A Shark Tank",2006,1,3,0.99,89,17.99,"G","2013-05-26 14:50:58.951","{""Behind the Scenes""}","'butterfli':1 'chocolat':2 'compos':11 'conquer':14 'fate':4 'girl':8 'husband':16 'must':13 'shark':19 'stori':5 'tank':20"
110,"Cabin Flash","A Stunning Epistle of a Boat And a Man who must Challenge a A Shark in A Baloon Factory",2006,1,4,0.99,53,25.99,"NC-17","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes""}","'baloon':20 'boat':8 'cabin':1 'challeng':14 'epistl':5 'factori':21 'flash':2 'man':11 'must':13 'shark':17 'stun':4"
111,"Caddyshack Jedi","A Awe-Inspiring Epistle of a Woman And a Madman who must Fight a Robot in Soviet Georgia",2006,1,3,0.99,52,17.99,"NC-17","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes""}","'awe':5 'awe-inspir':4 'caddyshack':1 'epistl':7 'fight':16 'georgia':21 'inspir':6 'jedi':2 'madman':13 'must':15 'robot':18 'soviet':20 'woman':10"
114,"Camelot Vacation","A Touching Character Study of a Woman And a Waitress who must Battle a Pastry Chef in A MySQL Convention",2006,1,3,0.99,61,26.99,"NC-17","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'battl':15 'camelot':1 'charact':5 'chef':18 'convent':22 'must':14 'mysql':21 'pastri':17 'studi':6 'touch':4 'vacat':2 'waitress':12 'woman':9"
118,"Canyon Stock","A Thoughtful Reflection of a Waitress And a Feminist who must Escape a Squirrel in A Manhattan Penthouse",2006,1,7,0.99,85,26.99,"R","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes""}","'canyon':1 'escap':14 'feminist':11 'manhattan':19 'must':13 'penthous':20 'reflect':5 'squirrel':16 'stock':2 'thought':4 'waitress':8"
119,"Caper Motions","A Fateful Saga of a Moose And a Car who must Pursue a Woman in A MySQL Convention",2006,1,6,0.99,176,22.99,"G","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes""}","'caper':1 'car':11 'convent':20 'fate':4 'moos':8 'motion':2 'must':13 'mysql':19 'pursu':14 'saga':5 'woman':16"
122,"Carrie Bunch","A Amazing Epistle of a Student And a Astronaut who must Discover a Frisbee in The Canadian Rockies",2006,1,7,0.99,114,11.99,"PG","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'amaz':4 'astronaut':11 'bunch':2 'canadian':19 'carri':1 'discov':14 'epistl':5 'frisbe':16 'must':13 'rocki':20 'student':8"
128,"Catch Amistad","A Boring Reflection of a Lumberjack And a Feminist who must Discover a Woman in Nigeria",2006,1,7,0.99,183,10.99,"G","2013-05-26 14:50:58.951","{Trailers,""Behind the Scenes""}","'amistad':2 'bore':4 'catch':1 'discov':14 'feminist':11 'lumberjack':8 'must':13 'nigeria':18 'reflect':5 'woman':16"
130,"Celebrity Horn","A Amazing Documentary of a Secret Agent And a Astronaut who must Vanquish a Hunter in A Shark Tank",2006,1,7,0.99,110,24.99,"PG-13","2013-05-26 14:50:58.951","{""Deleted Scenes"",""Behind the Scenes""}","'agent':9 'amaz':4 'astronaut':12 'celebr':1 'documentari':5 'horn':2 'hunter':17 'must':14 'secret':8 'shark':20 'tank':21 'vanquish':15"
132,"Chainsaw Uptown","A Beautiful Documentary of a Boy And a Robot who must Discover a Squirrel in Australia",2006,1,6,0.99,114,25.99,"PG","2013-05-26 14:50:58.951","{""Deleted Scenes"",""Behind the Scenes""}","'australia':18 'beauti':4 'boy':8 'chainsaw':1 'discov':14 'documentari':5 'must':13 'robot':11 'squirrel':16 'uptown':2"
140,"Cheaper Clyde","A Emotional Character Study of a Pioneer And a Girl who must Discover a Dog in Ancient Japan",2006,1,6,0.99,87,23.99,"G","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'ancient':19 'charact':5 'cheaper':1 'clyde':2 'discov':15 'dog':17 'emot':4 'girl':12 'japan':20 'must':14 'pioneer':9 'studi':6"
142,"Chicken Hellfighters","A Emotional Drama of a Dog And a Explorer who must Outrace a Technical Writer in Australia",2006,1,3,0.99,122,24.99,"PG","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'australia':19 'chicken':1 'dog':8 'drama':5 'emot':4 'explor':11 'hellfight':2 'must':13 'outrac':14 'technic':16 'writer':17"
143,"Chill Luck","A Lacklusture Epistle of a Boat And a Technical Writer who must Fight a A Shark in The Canadian Rockies",2006,1,6,0.99,142,17.99,"PG","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes""}","'boat':8 'canadian':21 'chill':1 'epistl':5 'fight':15 'lacklustur':4 'luck':2 'must':14 'rocki':22 'shark':18 'technic':11 'writer':12"
147,"Chocolat Harry","A Action-Packed Epistle of a Dentist And a Moose who must Meet a Mad Cow in Ancient Japan",2006,1,5,0.99,101,16.99,"NC-17","2013-05-26 14:50:58.951","{Commentaries,""Behind the Scenes""}","'action':5 'action-pack':4 'ancient':21 'chocolat':1 'cow':19 'dentist':10 'epistl':7 'harri':2 'japan':22 'mad':18 'meet':16 'moos':13 'must':15 'pack':6"
149,"Christmas Moonshine","A Action-Packed Epistle of a Feminist And a Astronaut who must Conquer a Boat in A Manhattan Penthouse",2006,1,7,0.99,150,21.99,"NC-17","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'action':5 'action-pack':4 'astronaut':13 'boat':18 'christma':1 'conquer':16 'epistl':7 'feminist':10 'manhattan':21 'moonshin':2 'must':15 'pack':6 'penthous':22"
153,"Citizen Shrek","A Fanciful Character Study of a Technical Writer And a Husband who must Redeem a Robot in The Outback",2006,1,7,0.99,165,18.99,"G","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes""}","'charact':5 'citizen':1 'fanci':4 'husband':13 'must':15 'outback':21 'redeem':16 'robot':18 'shrek':2 'studi':6 'technic':9 'writer':10"
155,"Cleopatra Devil","A Fanciful Documentary of a Crocodile And a Technical Writer who must Fight a A Shark in A Baloon",2006,1,6,0.99,150,26.99,"PG-13","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes"",""Behind the Scenes""}","'baloon':21 'cleopatra':1 'crocodil':8 'devil':2 'documentari':5 'fanci':4 'fight':15 'must':14 'shark':18 'technic':11 'writer':12"
157,"Clockwork Paradise","A Insightful Documentary of a Technical Writer And a Feminist who must Challenge a Cat in A Baloon",2006,1,7,0.99,143,29.99,"PG-13","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'baloon':20 'cat':17 'challeng':15 'clockwork':1 'documentari':5 'feminist':12 'insight':4 'must':14 'paradis':2 'technic':8 'writer':9"
160,"Club Graffiti","A Epic Tale of a Pioneer And a Hunter who must Escape a Girl in A U-Boat",2006,1,4,0.99,65,12.99,"PG-13","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes""}","'boat':21 'club':1 'epic':4 'escap':14 'girl':16 'graffiti':2 'hunter':11 'must':13 'pioneer':8 'tale':5 'u':20 'u-boat':19"
163,"Clyde Theory","A Beautiful Yarn of a Astronaut And a Frisbee who must Overcome a Explorer in A Jet Boat",2006,1,4,0.99,139,29.99,"PG-13","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'astronaut':8 'beauti':4 'boat':20 'clyde':1 'explor':16 'frisbe':11 'jet':19 'must':13 'overcom':14 'theori':2 'yarn':5"
164,"Coast Rainbow","A Astounding Documentary of a Mad Cow And a Pioneer who must Challenge a Butler in The Sahara Desert",2006,1,4,0.99,55,20.99,"PG","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'astound':4 'butler':17 'challeng':15 'coast':1 'cow':9 'desert':21 'documentari':5 'mad':8 'must':14 'pioneer':12 'rainbow':2 'sahara':20"
168,"Comancheros Enemy","A Boring Saga of a Lumberjack And a Monkey who must Find a Monkey in The Gulf of Mexico",2006,1,5,0.99,67,23.99,"R","2013-05-26 14:50:58.951","{Trailers,""Behind the Scenes""}","'bore':4 'comanchero':1 'enemi':2 'find':14 'gulf':19 'lumberjack':8 'mexico':21 'monkey':11,16 'must':13 'saga':5"
176,"Congeniality Quest","A Touching Documentary of a Cat And a Pastry Chef who must Find a Lumberjack in A Baloon",2006,1,6,0.99,87,21.99,"PG-13","2013-05-26 14:50:58.951","{Commentaries,""Behind the Scenes""}","'baloon':20 'cat':8 'chef':12 'congeni':1 'documentari':5 'find':15 'lumberjack':17 'must':14 'pastri':11 'quest':2 'touch':4"
178,"Connection Microcosmos","A Fateful Documentary of a Crocodile And a Husband who must Face a Husband in The First Manned Space Station",2006,1,6,0.99,115,25.99,"G","2013-05-26 14:50:58.951","{""Deleted Scenes"",""Behind the Scenes""}","'connect':1 'crocodil':8 'documentari':5 'face':14 'fate':4 'first':19 'husband':11,16 'man':20 'microcosmo':2 'must':13 'space':21 'station':22"
186,"Craft Outfield","A Lacklusture Display of a Explorer And a Hunter who must Succumb a Database Administrator in A Baloon Factory",2006,1,6,0.99,64,17.99,"NC-17","2013-05-26 14:50:58.951","{""Deleted Scenes"",""Behind the Scenes""}","'administr':17 'baloon':20 'craft':1 'databas':16 'display':5 'explor':8 'factori':21 'hunter':11 'lacklustur':4 'must':13 'outfield':2 'succumb':14"
189,"Creatures Shakespeare","A Emotional Drama of a Womanizer And a Squirrel who must Vanquish a Crocodile in Ancient India",2006,1,3,0.99,139,23.99,"NC-17","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes""}","'ancient':18 'creatur':1 'crocodil':16 'drama':5 'emot':4 'india':19 'must':13 'shakespear':2 'squirrel':11 'vanquish':14 'woman':8"
191,"Crooked Frogmen","A Unbelieveable Drama of a Hunter And a Database Administrator who must Battle a Crocodile in An Abandoned Amusement Park",2006,1,6,0.99,143,27.99,"PG-13","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'abandon':20 'administr':12 'amus':21 'battl':15 'crocodil':17 'crook':1 'databas':11 'drama':5 'frogmen':2 'hunter':8 'must':14 'park':22 'unbeliev':4"
194,"Crow Grease","A Awe-Inspiring Documentary of a Woman And a Husband who must Sink a Database Administrator in The First Manned Space Station",2006,1,6,0.99,104,22.99,"PG","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'administr':19 'awe':5 'awe-inspir':4 'crow':1 'databas':18 'documentari':7 'first':22 'greas':2 'husband':13 'inspir':6 'man':23 'must':15 'sink':16 'space':24 'station':25 'woman':10"
196,"Cruelty Unforgiven","A Brilliant Tale of a Car And a Moose who must Battle a Dentist in Nigeria",2006,1,7,0.99,69,29.99,"G","2013-05-26 14:50:58.951","{""Deleted Scenes"",""Behind the Scenes""}","'battl':14 'brilliant':4 'car':8 'cruelti':1 'dentist':16 'moos':11 'must':13 'nigeria':18 'tale':5 'unforgiven':2"
200,"Curtain Videotape","A Boring Reflection of a Dentist And a Mad Cow who must Chase a Secret Agent in A Shark Tank",2006,1,7,0.99,133,27.99,"PG-13","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'agent':18 'bore':4 'chase':15 'cow':12 'curtain':1 'dentist':8 'mad':11 'must':14 'reflect':5 'secret':17 'shark':21 'tank':22 'videotap':2"
204,"Dalmations Sweden","A Emotional Epistle of a Moose And a Hunter who must Overcome a Robot in A Manhattan Penthouse",2006,1,4,0.99,106,25.99,"PG","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes""}","'dalmat':1 'emot':4 'epistl':5 'hunter':11 'manhattan':19 'moos':8 'must':13 'overcom':14 'penthous':20 'robot':16 'sweden':2"
205,"Dances None","A Insightful Reflection of a A Shark And a Dog who must Kill a Butler in An Abandoned Amusement Park",2006,1,3,0.99,58,22.99,"NC-17","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'abandon':20 'amus':21 'butler':17 'danc':1 'dog':12 'insight':4 'kill':15 'must':14 'none':2 'park':22 'reflect':5 'shark':9"
206,"Dancing Fever","A Stunning Story of a Explorer And a Forensic Psychologist who must Face a Crocodile in A Shark Tank",2006,1,6,0.99,144,25.99,"G","2013-05-26 14:50:58.951","{Commentaries,""Behind the Scenes""}","'crocodil':17 'danc':1 'explor':8 'face':15 'fever':2 'forens':11 'must':14 'psychologist':12 'shark':20 'stori':5 'stun':4 'tank':21"
218,"Deceiver Betrayed","A Taut Story of a Moose And a Squirrel who must Build a Husband in Ancient India",2006,1,7,0.99,122,22.99,"NC-17","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'ancient':18 'betray':2 'build':14 'deceiv':1 'husband':16 'india':19 'moos':8 'must':13 'squirrel':11 'stori':5 'taut':4"
221,"Deliverance Mulholland","A Astounding Saga of a Monkey And a Moose who must Conquer a Butler in A Shark Tank",2006,1,4,0.99,100,9.99,"R","2013-05-26 14:50:58.951","{""Deleted Scenes""}","'astound':4 'butler':16 'conquer':14 'deliver':1 'monkey':8 'moos':11 'mulholland':2 'must':13 'saga':5 'shark':19 'tank':20"
225,"Destination Jerk","A Beautiful Yarn of a Teacher And a Cat who must Build a Car in A U-Boat",2006,1,3,0.99,76,19.99,"PG-13","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'beauti':4 'boat':21 'build':14 'car':16 'cat':11 'destin':1 'jerk':2 'must':13 'teacher':8 'u':20 'u-boat':19 'yarn':5"
228,"Detective Vision","A Fanciful Documentary of a Pioneer And a Woman who must Redeem a Hunter in Ancient Japan",2006,1,4,0.99,143,16.99,"PG-13","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'ancient':18 'detect':1 'documentari':5 'fanci':4 'hunter':16 'japan':19 'must':13 'pioneer':8 'redeem':14 'vision':2 'woman':11"
233,"Disciple Mother","A Touching Reflection of a Mad Scientist And a Boat who must Face a Moose in A Shark Tank",2006,1,3,0.99,141,17.99,"PG","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes"",""Behind the Scenes""}","'boat':12 'discipl':1 'face':15 'mad':8 'moos':17 'mother':2 'must':14 'reflect':5 'scientist':9 'shark':20 'tank':21 'touch':4"
241,"Donnie Alley","A Awe-Inspiring Tale of a Butler And a Frisbee who must Vanquish a Teacher in Ancient Japan",2006,1,4,0.99,125,20.99,"NC-17","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'alley':2 'ancient':20 'awe':5 'awe-inspir':4 'butler':10 'donni':1 'frisbe':13 'inspir':6 'japan':21 'must':15 'tale':7 'teacher':18 'vanquish':16"
